Age,Gender,O,C,E,A,N,Hassle,Category,Severity
22,Male,33,23,37,27,27,Overloaded with family responsibilities,Family Hassles,4
22,Male,33,23,37,27,27,Home maintenance (inside),Family Hassles,4
22,Male,33,23,37,27,27,Concerns about medical treatment,Health Hassles,5
22,Male,33,23,37,27,27,Physical illness,Health Hassles,4
22,Male,33,23,37,27,27,Side effects of medication,Health Hassles,1
22,Male,33,23,37,27,27,Concerns about health in general,Health Hassles,5
22,Male,33,23,37,27,27,Concerns about bodily functions,Health Hassles,5
22,Male,33,23,37,27,27,Dissatisfaction with academic performance,Academic Hassles,4
22,Male,33,23,37,27,27,Challenges with instructors,Academic Hassles,3
22,Male,33,23,37,27,27,Discontent with current academic responsibilities,Academic Hassles,4
22,Male,33,23,37,27,27,Concerns regarding academic transitions,Academic Hassles,4
22,Male,33,23,37,27,27,Difficulties with peers or classmates,Academic Hassles,2
22,Male,33,23,37,27,27,Challenges in managing group projects,Academic Hassles,4
22,Male,33,23,37,27,27,Getting late to class,Academic Hassles,1
19,Male,34,33,24,32,23,Misplacing or losing things,General Hassles,3
19,Male,34,33,24,32,23,Silly practical mistakes,General Hassles,1
19,Male,34,33,24,32,23,Trouble with pets,General Hassles,2
19,Male,34,33,24,32,23,Difficulties with friends,General Hassles,4
19,Male,34,33,24,32,23,Regrets over past decision/s,Inner Concerns,2
19,Male,34,33,24,32,23,Concerned about the meaning of life,Inner Concerns,2
19,Male,34,33,24,32,23,Being lonely,Inner Concerns,2
19,Male,34,33,24,32,23,Inability to express oneself,Inner Concerns,2
19,Male,34,33,24,32,23,Fear of rejection,Inner Concerns,4
19,Male,34,33,24,32,23,Trouble making decisions,Inner Concerns,3
19,Male,34,33,24,32,23,Physical appearance,Inner Concerns,3
19,Male,34,33,24,32,23,Not seeing people,Inner Concerns,1
19,Male,34,33,24,32,23,Troubling thoughts about one’s future,Inner Concerns,3
19,Male,34,33,24,32,23,Not enough personal energy,Inner Concerns,1
19,Male,34,33,24,32,23,Concerns about getting ahead,Inner Concerns,1
19,Male,34,33,24,32,23,Fear of confrontation,Inner Concerns,5
19,Male,34,33,24,32,23,Wasting time,Inner Concerns,2
19,Male,34,33,24,32,23,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,5
19,Male,34,33,24,32,23,Not enough money for wants (entertainment and recreation),Financial Concerns,4
19,Male,34,33,24,32,23,Concerns about owing money,Financial Concerns,3
19,Male,34,33,24,32,23,Concerns about money for emergencies,Financial Concerns,3
19,Male,34,33,24,32,23,Financial security,Financial Concerns,5
19,Male,34,33,24,32,23,Not enough time to do things one needs to,Time Pressures,5
19,Male,34,33,24,32,23,Too many responsibilities,Time Pressures,5
19,Male,34,33,24,32,23,Not getting enough rest,Time Pressures,5
19,Male,34,33,24,32,23,Too many interruptions,Time Pressures,5
19,Male,34,33,24,32,23,Not enough time for entertainment and recreation,Time Pressures,4
19,Male,34,33,24,32,23,Too many meetings,Time Pressures,5
19,Male,34,33,24,32,23,Social obligations,Time Pressures,5
19,Male,34,33,24,32,23,Concerns about meeting high standards,Time Pressures,5
19,Male,34,33,24,32,23,Noise,Time Pressures,4
19,Male,34,33,24,32,23,Pollution,Environmental Hassles,3
19,Male,34,33,24,32,23,Crime,Environmental Hassles,4
19,Male,34,33,24,32,23,Traffic,Environmental Hassles,3
19,Male,34,33,24,32,23,Concerns about news events,Environmental Hassles,3
19,Male,34,33,24,32,23,Rising prices of common goods,Environmental Hassles,4
19,Male,34,33,24,32,23,Concerns about accidents,Environmental Hassles,4
19,Male,34,33,24,32,23,Yardwork or outside home maintenance,Family Hassles,4
19,Male,34,33,24,32,23,Overloaded with family responsibilities,Family Hassles,5
19,Male,34,33,24,32,23,Home maintenance (inside),Family Hassles,5
19,Male,34,33,24,32,23,Concerns about medical treatment,Health Hassles,3
19,Male,34,33,24,32,23,Physical illness,Health Hassles,4
19,Male,34,33,24,32,23,Side effects of medication,Health Hassles,3
19,Male,34,33,24,32,23,Concerns about health in general,Health Hassles,4
19,Male,34,33,24,32,23,Concerns about bodily functions,Health Hassles,3
19,Male,34,33,24,32,23,Dissatisfaction with academic performance,Academic Hassles,1
19,Male,34,33,24,32,23,Challenges with instructors,Academic Hassles,3
19,Male,34,33,24,32,23,Discontent with current academic responsibilities,Academic Hassles,1
19,Male,34,33,24,32,23,Concerns regarding academic transitions,Academic Hassles,1
19,Male,34,33,24,32,23,Difficulties with peers or classmates,Academic Hassles,2
19,Male,34,33,24,32,23,Challenges in managing group projects,Academic Hassles,5
19,Male,34,33,24,32,23,Getting late to class,Academic Hassles,4
20,Female,33,32,22,29,31,Misplacing or losing things,General Hassles,1
20,Female,33,32,22,29,31,Silly practical mistakes,General Hassles,2
20,Female,33,32,22,29,31,Trouble with pets,General Hassles,3
20,Female,33,32,22,29,31,Difficulties with friends,General Hassles,3
20,Female,33,32,22,29,31,Regrets over past decision/s,Inner Concerns,2
20,Female,33,32,22,29,31,Concerned about the meaning of life,Inner Concerns,1
20,Female,33,32,22,29,31,Being lonely,Inner Concerns,3
20,Female,33,32,22,29,31,Inability to express oneself,Inner Concerns,2
20,Female,33,32,22,29,31,Fear of rejection,Inner Concerns,2
20,Female,33,32,22,29,31,Trouble making decisions,Inner Concerns,2
20,Female,33,32,22,29,31,Physical appearance,Inner Concerns,2
20,Female,33,32,22,29,31,Not seeing people,Inner Concerns,1
20,Female,33,32,22,29,31,Troubling thoughts about one’s future,Inner Concerns,2
20,Female,33,32,22,29,31,Not enough personal energy,Inner Concerns,1
20,Female,33,32,22,29,31,Concerns about getting ahead,Inner Concerns,1
20,Female,33,32,22,29,31,Fear of confrontation,Inner Concerns,1
20,Female,33,32,22,29,31,Wasting time,Inner Concerns,4
20,Female,33,32,22,29,31,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,4
20,Female,33,32,22,29,31,Not enough money for wants (entertainment and recreation),Financial Concerns,4
20,Female,33,32,22,29,31,Concerns about owing money,Financial Concerns,5
20,Female,33,32,22,29,31,Concerns about money for emergencies,Financial Concerns,3
20,Female,33,32,22,29,31,Financial security,Financial Concerns,3
20,Female,33,32,22,29,31,Not enough time to do things one needs to,Time Pressures,4
20,Female,33,32,22,29,31,Too many responsibilities,Time Pressures,3
20,Female,33,32,22,29,31,Not getting enough rest,Time Pressures,4
20,Female,33,32,22,29,31,Too many interruptions,Time Pressures,4
20,Female,33,32,22,29,31,Not enough time for entertainment and recreation,Time Pressures,3
20,Female,33,32,22,29,31,Too many meetings,Time Pressures,3
20,Female,33,32,22,29,31,Social obligations,Time Pressures,3
20,Female,33,32,22,29,31,Concerns about meeting high standards,Time Pressures,3
20,Female,33,32,22,29,31,Noise,Time Pressures,3
20,Female,33,32,22,29,31,Pollution,Environmental Hassles,4
20,Female,33,32,22,29,31,Crime,Environmental Hassles,4
20,Female,33,32,22,29,31,Traffic,Environmental Hassles,4
20,Female,33,32,22,29,31,Concerns about news events,Environmental Hassles,2
20,Female,33,32,22,29,31,Rising prices of common goods,Environmental Hassles,4
20,Female,33,32,22,29,31,Concerns about accidents,Environmental Hassles,4
20,Female,33,32,22,29,31,Yardwork or outside home maintenance,Family Hassles,3
20,Female,33,32,22,29,31,Overloaded with family responsibilities,Family Hassles,4
20,Female,33,32,22,29,31,Home maintenance (inside),Family Hassles,5
20,Female,33,32,22,29,31,Concerns about medical treatment,Health Hassles,5
20,Female,33,32,22,29,31,Physical illness,Health Hassles,4
20,Female,33,32,22,29,31,Side effects of medication,Health Hassles,3
20,Female,33,32,22,29,31,Concerns about health in general,Health Hassles,4
20,Female,33,32,22,29,31,Concerns about bodily functions,Health Hassles,3
20,Female,33,32,22,29,31,Dissatisfaction with academic performance,Academic Hassles,3
20,Female,33,32,22,29,31,Challenges with instructors,Academic Hassles,3
20,Female,33,32,22,29,31,Discontent with current academic responsibilities,Academic Hassles,4
20,Female,33,32,22,29,31,Concerns regarding academic transitions,Academic Hassles,3
20,Female,33,32,22,29,31,Difficulties with peers or classmates,Academic Hassles,3
20,Female,33,32,22,29,31,Challenges in managing group projects,Academic Hassles,4
20,Female,33,32,22,29,31,Getting late to class,Academic Hassles,4
21,Male,43,37,29,27,30,Misplacing or losing things,General Hassles,3
21,Male,43,37,29,27,30,Silly practical mistakes,General Hassles,1
21,Male,43,37,29,27,30,Trouble with pets,General Hassles,3
21,Male,43,37,29,27,30,Difficulties with friends,General Hassles,5
21,Male,43,37,29,27,30,Regrets over past decision/s,Inner Concerns,2
21,Male,43,37,29,27,30,Concerned about the meaning of life,Inner Concerns,1
21,Male,43,37,29,27,30,Being lonely,Inner Concerns,3
21,Male,43,37,29,27,30,Inability to express oneself,Inner Concerns,3
21,Male,43,37,29,27,30,Fear of rejection,Inner Concerns,5
21,Male,43,37,29,27,30,Trouble making decisions,Inner Concerns,3
21,Male,43,37,29,27,30,Physical appearance,Inner Concerns,3
21,Male,43,37,29,27,30,Not seeing people,Inner Concerns,3
21,Male,43,37,29,27,30,Troubling thoughts about one’s future,Inner Concerns,5
21,Male,43,37,29,27,30,Not enough personal energy,Inner Concerns,2
21,Male,43,37,29,27,30,Concerns about getting ahead,Inner Concerns,5
21,Male,43,37,29,27,30,Fear of confrontation,Inner Concerns,1
21,Male,43,37,29,27,30,Wasting time,Inner Concerns,2
21,Male,43,37,29,27,30,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,5
21,Male,43,37,29,27,30,Not enough money for wants (entertainment and recreation),Financial Concerns,2
21,Male,43,37,29,27,30,Concerns about owing money,Financial Concerns,5
21,Male,43,37,29,27,30,Concerns about money for emergencies,Financial Concerns,5
21,Male,43,37,29,27,30,Financial security,Financial Concerns,5
21,Male,43,37,29,27,30,Not enough time to do things one needs to,Time Pressures,5
21,Male,43,37,29,27,30,Too many responsibilities,Time Pressures,5
21,Male,43,37,29,27,30,Not getting enough rest,Time Pressures,2
21,Male,43,37,29,27,30,Too many interruptions,Time Pressures,5
21,Male,43,37,29,27,30,Not enough time for entertainment and recreation,Time Pressures,5
21,Male,43,37,29,27,30,Too many meetings,Time Pressures,5
21,Male,43,37,29,27,30,Social obligations,Time Pressures,2
21,Male,43,37,29,27,30,Concerns about meeting high standards,Time Pressures,5
21,Male,43,37,29,27,30,Noise,Time Pressures,1
21,Male,43,37,29,27,30,Pollution,Environmental Hassles,5
21,Male,43,37,29,27,30,Crime,Environmental Hassles,5
21,Male,43,37,29,27,30,Traffic,Environmental Hassles,3
21,Male,43,37,29,27,30,Concerns about news events,Environmental Hassles,2
21,Male,43,37,29,27,30,Rising prices of common goods,Environmental Hassles,5
21,Male,43,37,29,27,30,Concerns about accidents,Environmental Hassles,1
21,Male,43,37,29,27,30,Yardwork or outside home maintenance,Family Hassles,1
21,Male,43,37,29,27,30,Overloaded with family responsibilities,Family Hassles,3
21,Male,43,37,29,27,30,Home maintenance (inside),Family Hassles,2
21,Male,43,37,29,27,30,Concerns about medical treatment,Health Hassles,3
21,Male,43,37,29,27,30,Physical illness,Health Hassles,5
21,Male,43,37,29,27,30,Side effects of medication,Health Hassles,5
21,Male,43,37,29,27,30,Concerns about health in general,Health Hassles,4
21,Male,43,37,29,27,30,Concerns about bodily functions,Health Hassles,5
21,Male,43,37,29,27,30,Dissatisfaction with academic performance,Academic Hassles,5
21,Male,43,37,29,27,30,Challenges with instructors,Academic Hassles,4
21,Male,43,37,29,27,30,Discontent with current academic responsibilities,Academic Hassles,5
21,Male,43,37,29,27,30,Concerns regarding academic transitions,Academic Hassles,5
21,Male,43,37,29,27,30,Difficulties with peers or classmates,Academic Hassles,3
21,Male,43,37,29,27,30,Challenges in managing group projects,Academic Hassles,1
21,Male,43,37,29,27,30,Getting late to class,Academic Hassles,3
21,Female,34,31,20,28,26,Misplacing or losing things,General Hassles,2
21,Female,34,31,20,28,26,Silly practical mistakes,General Hassles,3
21,Female,34,31,20,28,26,Trouble with pets,General Hassles,3
21,Female,34,31,20,28,26,Difficulties with friends,General Hassles,3
21,Female,34,31,20,28,26,Regrets over past decision/s,Inner Concerns,4
21,Female,34,31,20,28,26,Concerned about the meaning of life,Inner Concerns,2
21,Female,34,31,20,28,26,Being lonely,Inner Concerns,2
21,Female,34,31,20,28,26,Inability to express oneself,Inner Concerns,3
21,Female,34,31,20,28,26,Fear of rejection,Inner Concerns,3
21,Female,34,31,20,28,26,Trouble making decisions,Inner Concerns,3
21,Female,34,31,20,28,26,Physical appearance,Inner Concerns,3
21,Female,34,31,20,28,26,Not seeing people,Inner Concerns,2
21,Female,34,31,20,28,26,Troubling thoughts about one’s future,Inner Concerns,3
21,Female,34,31,20,28,26,Not enough personal energy,Inner Concerns,3
21,Female,34,31,20,28,26,Concerns about getting ahead,Inner Concerns,3
21,Female,34,31,20,28,26,Fear of confrontation,Inner Concerns,4
21,Female,34,31,20,28,26,Wasting time,Inner Concerns,3
21,Female,34,31,20,28,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,4
21,Female,34,31,20,28,26,Not enough money for wants (entertainment and recreation),Financial Concerns,2
21,Female,34,31,20,28,26,Concerns about owing money,Financial Concerns,3
21,Female,34,31,20,28,26,Concerns about money for emergencies,Financial Concerns,5
21,Female,34,31,20,28,26,Financial security,Financial Concerns,3
21,Female,34,31,20,28,26,Not enough time to do things one needs to,Time Pressures,3
21,Female,34,31,20,28,26,Too many responsibilities,Time Pressures,4
21,Female,34,31,20,28,26,Not getting enough rest,Time Pressures,3
21,Female,34,31,20,28,26,Too many interruptions,Time Pressures,3
21,Female,34,31,20,28,26,Not enough time for entertainment and recreation,Time Pressures,2
21,Female,34,31,20,28,26,Too many meetings,Time Pressures,3
21,Female,34,31,20,28,26,Social obligations,Time Pressures,3
21,Female,34,31,20,28,26,Concerns about meeting high standards,Time Pressures,4
21,Female,34,31,20,28,26,Noise,Time Pressures,2
21,Female,34,31,20,28,26,Pollution,Environmental Hassles,3
21,Female,34,31,20,28,26,Crime,Environmental Hassles,4
21,Female,34,31,20,28,26,Traffic,Environmental Hassles,3
21,Female,34,31,20,28,26,Concerns about news events,Environmental Hassles,3
21,Female,34,31,20,28,26,Rising prices of common goods,Environmental Hassles,3
21,Female,34,31,20,28,26,Concerns about accidents,Environmental Hassles,4
21,Female,34,31,20,28,26,Yardwork or outside home maintenance,Family Hassles,3
21,Female,34,31,20,28,26,Overloaded with family responsibilities,Family Hassles,4
21,Female,34,31,20,28,26,Home maintenance (inside),Family Hassles,3
21,Female,34,31,20,28,26,Concerns about medical treatment,Health Hassles,4
21,Female,34,31,20,28,26,Physical illness,Health Hassles,4
21,Female,34,31,20,28,26,Side effects of medication,Health Hassles,4
21,Female,34,31,20,28,26,Concerns about health in general,Health Hassles,4
21,Female,34,31,20,28,26,Concerns about bodily functions,Health Hassles,4
21,Female,34,31,20,28,26,Dissatisfaction with academic performance,Academic Hassles,4
21,Female,34,31,20,28,26,Challenges with instructors,Academic Hassles,3
21,Female,34,31,20,28,26,Discontent with current academic responsibilities,Academic Hassles,4
21,Female,34,31,20,28,26,Concerns regarding academic transitions,Academic Hassles,3
21,Female,34,31,20,28,26,Difficulties with peers or classmates,Academic Hassles,4
21,Female,34,31,20,28,26,Challenges in managing group projects,Academic Hassles,3
21,Female,34,31,20,28,26,Getting late to class,Academic Hassles,3
22,Female,33,37,21,35,24,Misplacing or losing things,General Hassles,3
22,Female,33,37,21,35,24,Silly practical mistakes,General Hassles,2
22,Female,33,37,21,35,24,Trouble with pets,General Hassles,2
22,Female,33,37,21,35,24,Difficulties with friends,General Hassles,3
22,Female,33,37,21,35,24,Regrets over past decision/s,Inner Concerns,1
22,Female,33,37,21,35,24,Concerned about the meaning of life,Inner Concerns,1
22,Female,33,37,21,35,24,Being lonely,Inner Concerns,2
22,Female,33,37,21,35,24,Inability to express oneself,Inner Concerns,2
22,Female,33,37,21,35,24,Fear of rejection,Inner Concerns,3
22,Female,33,37,21,35,24,Trouble making decisions,Inner Concerns,2
22,Female,33,37,21,35,24,Physical appearance,Inner Concerns,2
22,Female,33,37,21,35,24,Not seeing people,Inner Concerns,1
22,Female,33,37,21,35,24,Troubling thoughts about one’s future,Inner Concerns,3
22,Female,33,37,21,35,24,Not enough personal energy,Inner Concerns,3
22,Female,33,37,21,35,24,Concerns about getting ahead,Inner Concerns,3
22,Female,33,37,21,35,24,Fear of confrontation,Inner Concerns,3
22,Female,33,37,21,35,24,Wasting time,Inner Concerns,2
22,Female,33,37,21,35,24,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,4
22,Female,33,37,21,35,24,Not enough money for wants (entertainment and recreation),Financial Concerns,2
22,Female,33,37,21,35,24,Concerns about owing money,Financial Concerns,3
22,Female,33,37,21,35,24,Concerns about money for emergencies,Financial Concerns,3
22,Female,33,37,21,35,24,Financial security,Financial Concerns,3
22,Female,33,37,21,35,24,Not enough time to do things one needs to,Time Pressures,4
22,Female,33,37,21,35,24,Too many responsibilities,Time Pressures,3
22,Female,33,37,21,35,24,Not getting enough rest,Time Pressures,3
22,Female,33,37,21,35,24,Too many interruptions,Time Pressures,3
22,Female,33,37,21,35,24,Not enough time for entertainment and recreation,Time Pressures,3
22,Female,33,37,21,35,24,Too many meetings,Time Pressures,3
22,Female,33,37,21,35,24,Social obligations,Time Pressures,2
22,Female,33,37,21,35,24,Concerns about meeting high standards,Time Pressures,4
22,Female,33,37,21,35,24,Noise,Time Pressures,3
22,Female,33,37,21,35,24,Pollution,Environmental Hassles,3
22,Female,33,37,21,35,24,Crime,Environmental Hassles,4
22,Female,33,37,21,35,24,Traffic,Environmental Hassles,3
22,Female,33,37,21,35,24,Concerns about news events,Environmental Hassles,3
22,Female,33,37,21,35,24,Rising prices of common goods,Environmental Hassles,3
22,Female,33,37,21,35,24,Concerns about accidents,Environmental Hassles,3
22,Female,33,37,21,35,24,Yardwork or outside home maintenance,Family Hassles,1
22,Female,33,37,21,35,24,Overloaded with family responsibilities,Family Hassles,3
22,Female,33,37,21,35,24,Home maintenance (inside),Family Hassles,2
22,Female,33,37,21,35,24,Concerns about medical treatment,Health Hassles,3
22,Female,33,37,21,35,24,Physical illness,Health Hassles,3
22,Female,33,37,21,35,24,Side effects of medication,Health Hassles,3
22,Female,33,37,21,35,24,Concerns about health in general,Health Hassles,3
22,Female,33,37,21,35,24,Concerns about bodily functions,Health Hassles,4
22,Female,33,37,21,35,24,Dissatisfaction with academic performance,Academic Hassles,3
22,Female,33,37,21,35,24,Challenges with instructors,Academic Hassles,2
22,Female,33,37,21,35,24,Discontent with current academic responsibilities,Academic Hassles,2
22,Female,33,37,21,35,24,Concerns regarding academic transitions,Academic Hassles,2
22,Female,33,37,21,35,24,Difficulties with peers or classmates,Academic Hassles,2
22,Female,33,37,21,35,24,Challenges in managing group projects,Academic Hassles,2
22,Female,33,37,21,35,24,Getting late to class,Academic Hassles,1
22,Female,32,42,25,37,18,Misplacing or losing things,General Hassles,5
22,Female,32,42,25,37,18,Silly practical mistakes,General Hassles,2
22,Female,32,42,25,37,18,Trouble with pets,General Hassles,1
22,Female,32,42,25,37,18,Difficulties with friends,General Hassles,4
22,Female,32,42,25,37,18,Regrets over past decision/s,Inner Concerns,3
22,Female,32,42,25,37,18,Concerned about the meaning of life,Inner Concerns,3
22,Female,32,42,25,37,18,Being lonely,Inner Concerns,4
22,Female,32,42,25,37,18,Inability to express oneself,Inner Concerns,5
22,Female,32,42,25,37,18,Fear of rejection,Inner Concerns,4
22,Female,32,42,25,37,18,Trouble making decisions,Inner Concerns,4
22,Female,32,42,25,37,18,Physical appearance,Inner Concerns,3
22,Female,32,42,25,37,18,Not seeing people,Inner Concerns,4
22,Female,32,42,25,37,18,Troubling thoughts about one’s future,Inner Concerns,4
22,Female,32,42,25,37,18,Not enough personal energy,Inner Concerns,4
22,Female,32,42,25,37,18,Concerns about getting ahead,Inner Concerns,4
22,Female,32,42,25,37,18,Fear of confrontation,Inner Concerns,5
22,Female,32,42,25,37,18,Wasting time,Inner Concerns,4
22,Female,32,42,25,37,18,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,5
22,Female,32,42,25,37,18,Not enough money for wants (entertainment and recreation),Financial Concerns,3
22,Female,32,42,25,37,18,Concerns about owing money,Financial Concerns,4
22,Female,32,42,25,37,18,Concerns about money for emergencies,Financial Concerns,5
22,Female,32,42,25,37,18,Financial security,Financial Concerns,5
22,Female,32,42,25,37,18,Not enough time to do things one needs to,Time Pressures,5
22,Female,32,42,25,37,18,Too many responsibilities,Time Pressures,5
22,Female,32,42,25,37,18,Not getting enough rest,Time Pressures,4
22,Female,32,42,25,37,18,Too many interruptions,Time Pressures,4
22,Female,32,42,25,37,18,Not enough time for entertainment and recreation,Time Pressures,2
22,Female,32,42,25,37,18,Too many meetings,Time Pressures,5
22,Female,32,42,25,37,18,Social obligations,Time Pressures,4
22,Female,32,42,25,37,18,Concerns about meeting high standards,Time Pressures,5
22,Female,32,42,25,37,18,Noise,Time Pressures,3
22,Female,32,42,25,37,18,Pollution,Environmental Hassles,3
22,Female,32,42,25,37,18,Crime,Environmental Hassles,5
22,Female,32,42,25,37,18,Traffic,Environmental Hassles,5
22,Female,32,42,25,37,18,Concerns about news events,Environmental Hassles,4
22,Female,32,42,25,37,18,Rising prices of common goods,Environmental Hassles,4
22,Female,32,42,25,37,18,Concerns about accidents,Environmental Hassles,4
22,Female,32,42,25,37,18,Yardwork or outside home maintenance,Family Hassles,3
22,Female,32,42,25,37,18,Overloaded with family responsibilities,Family Hassles,4
22,Female,32,42,25,37,18,Home maintenance (inside),Family Hassles,2
22,Female,32,42,25,37,18,Concerns about medical treatment,Health Hassles,5
22,Female,32,42,25,37,18,Physical illness,Health Hassles,5
22,Female,32,42,25,37,18,Side effects of medication,Health Hassles,5
22,Female,32,42,25,37,18,Concerns about health in general,Health Hassles,5
22,Female,32,42,25,37,18,Concerns about bodily functions,Health Hassles,5
22,Female,32,42,25,37,18,Dissatisfaction with academic performance,Academic Hassles,3
22,Female,32,42,25,37,18,Challenges with instructors,Academic Hassles,4
22,Female,32,42,25,37,18,Discontent with current academic responsibilities,Academic Hassles,5
22,Female,32,42,25,37,18,Concerns regarding academic transitions,Academic Hassles,3
22,Female,32,42,25,37,18,Difficulties with peers or classmates,Academic Hassles,4
22,Female,32,42,25,37,18,Challenges in managing group projects,Academic Hassles,5
22,Female,32,42,25,37,18,Getting late to class,Academic Hassles,5
21,Male,36,31,19,32,26,Misplacing or losing things,General Hassles,3
21,Male,36,31,19,32,26,Silly practical mistakes,General Hassles,1
21,Male,36,31,19,32,26,Trouble with pets,General Hassles,2
21,Male,36,31,19,32,26,Difficulties with friends,General Hassles,4
21,Male,36,31,19,32,26,Regrets over past decision/s,Inner Concerns,1
21,Male,36,31,19,32,26,Concerned about the meaning of life,Inner Concerns,4
21,Male,36,31,19,32,26,Being lonely,Inner Concerns,3
21,Male,36,31,19,32,26,Inability to express oneself,Inner Concerns,2
21,Male,36,31,19,32,26,Fear of rejection,Inner Concerns,2
21,Male,36,31,19,32,26,Trouble making decisions,Inner Concerns,3
21,Male,36,31,19,32,26,Physical appearance,Inner Concerns,2
21,Male,36,31,19,32,26,Not seeing people,Inner Concerns,2
21,Male,36,31,19,32,26,Troubling thoughts about one’s future,Inner Concerns,2
21,Male,36,31,19,32,26,Not enough personal energy,Inner Concerns,2
21,Male,36,31,19,32,26,Concerns about getting ahead,Inner Concerns,2
21,Male,36,31,19,32,26,Fear of confrontation,Inner Concerns,4
21,Male,36,31,19,32,26,Wasting time,Inner Concerns,2
21,Male,36,31,19,32,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
21,Male,36,31,19,32,26,Not enough money for wants (entertainment and recreation),Financial Concerns,2
21,Male,36,31,19,32,26,Concerns about owing money,Financial Concerns,1
21,Male,36,31,19,32,26,Concerns about money for emergencies,Financial Concerns,1
21,Male,36,31,19,32,26,Financial security,Financial Concerns,3
21,Male,36,31,19,32,26,Not enough time to do things one needs to,Time Pressures,3
21,Male,36,31,19,32,26,Too many responsibilities,Time Pressures,3
21,Male,36,31,19,32,26,Not getting enough rest,Time Pressures,3
21,Male,36,31,19,32,26,Too many interruptions,Time Pressures,3
21,Male,36,31,19,32,26,Not enough time for entertainment and recreation,Time Pressures,2
21,Male,36,31,19,32,26,Too many meetings,Time Pressures,2
21,Male,36,31,19,32,26,Social obligations,Time Pressures,3
21,Male,36,31,19,32,26,Concerns about meeting high standards,Time Pressures,3
21,Male,36,31,19,32,26,Noise,Time Pressures,4
21,Male,36,31,19,32,26,Pollution,Environmental Hassles,2
21,Male,36,31,19,32,26,Crime,Environmental Hassles,3
21,Male,36,31,19,32,26,Traffic,Environmental Hassles,3
21,Male,36,31,19,32,26,Concerns about news events,Environmental Hassles,3
21,Male,36,31,19,32,26,Rising prices of common goods,Environmental Hassles,2
21,Male,36,31,19,32,26,Concerns about accidents,Environmental Hassles,2
21,Male,36,31,19,32,26,Yardwork or outside home maintenance,Family Hassles,2
21,Male,36,31,19,32,26,Overloaded with family responsibilities,Family Hassles,2
21,Male,36,31,19,32,26,Home maintenance (inside),Family Hassles,2
21,Male,36,31,19,32,26,Concerns about medical treatment,Health Hassles,3
21,Male,36,31,19,32,26,Physical illness,Health Hassles,3
21,Male,36,31,19,32,26,Side effects of medication,Health Hassles,3
21,Male,36,31,19,32,26,Concerns about health in general,Health Hassles,2
21,Male,36,31,19,32,26,Concerns about bodily functions,Health Hassles,2
21,Male,36,31,19,32,26,Dissatisfaction with academic performance,Academic Hassles,2
21,Male,36,31,19,32,26,Challenges with instructors,Academic Hassles,3
21,Male,36,31,19,32,26,Discontent with current academic responsibilities,Academic Hassles,3
21,Male,36,31,19,32,26,Concerns regarding academic transitions,Academic Hassles,2
21,Male,36,31,19,32,26,Difficulties with peers or classmates,Academic Hassles,3
21,Male,36,31,19,32,26,Challenges in managing group projects,Academic Hassles,3
21,Male,36,31,19,32,26,Getting late to class,Academic Hassles,4
20,Female,43,37,33,29,26,Misplacing or losing things,General Hassles,1
20,Female,43,37,33,29,26,Silly practical mistakes,General Hassles,1
20,Female,43,37,33,29,26,Trouble with pets,General Hassles,1
20,Female,43,37,33,29,26,Difficulties with friends,General Hassles,1
20,Female,43,37,33,29,26,Regrets over past decision/s,Inner Concerns,1
20,Female,43,37,33,29,26,Concerned about the meaning of life,Inner Concerns,2
20,Female,43,37,33,29,26,Being lonely,Inner Concerns,2
20,Female,43,37,33,29,26,Inability to express oneself,Inner Concerns,3
20,Female,43,37,33,29,26,Fear of rejection,Inner Concerns,1
20,Female,43,37,33,29,26,Trouble making decisions,Inner Concerns,2
20,Female,43,37,33,29,26,Physical appearance,Inner Concerns,3
20,Female,43,37,33,29,26,Not seeing people,Inner Concerns,1
20,Female,43,37,33,29,26,Troubling thoughts about one’s future,Inner Concerns,3
20,Female,43,37,33,29,26,Not enough personal energy,Inner Concerns,1
20,Female,43,37,33,29,26,Concerns about getting ahead,Inner Concerns,2
20,Female,43,37,33,29,26,Fear of confrontation,Inner Concerns,1
20,Female,43,37,33,29,26,Wasting time,Inner Concerns,3
20,Female,43,37,33,29,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
20,Female,43,37,33,29,26,Not enough money for wants (entertainment and recreation),Financial Concerns,2
20,Female,43,37,33,29,26,Concerns about owing money,Financial Concerns,1
20,Female,43,37,33,29,26,Concerns about money for emergencies,Financial Concerns,2
20,Female,43,37,33,29,26,Financial security,Financial Concerns,3
20,Female,43,37,33,29,26,Not enough time to do things one needs to,Time Pressures,3
20,Female,43,37,33,29,26,Too many responsibilities,Time Pressures,2
