,Age,Gender,O,C,E,A,N,Hassle,Severity
480,21,Male,38,25,24,36,19,Troubling thoughts about one’s future,2
481,21,Male,38,25,24,36,19,Not enough personal energy,2
482,21,Male,38,25,24,36,19,Concerns about getting ahead,2
483,21,Male,38,25,24,36,19,Fear of confrontation,1
484,21,Male,38,25,24,36,19,Wasting time,1
485,21,Male,38,25,24,36,19,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
486,21,Male,38,25,24,36,19,Not enough money for wants (entertainment and recreation),1
487,21,Male,38,25,24,36,19,Concerns about owing money,2
488,21,Male,38,25,24,36,19,Concerns about money for emergencies,1
489,21,Male,38,25,24,36,19,Financial security,2
490,21,Male,38,25,24,36,19,Not enough time to do things one needs to,3
491,21,Male,38,25,24,36,19,Too many responsibilities,4
492,21,Male,38,25,24,36,19,Not getting enough rest,3
493,21,Male,38,25,24,36,19,Too many interruptions,2
494,21,Male,38,25,24,36,19,Not enough time for entertainment and recreation,4
495,21,Male,38,25,24,36,19,Too many meetings,2
496,21,Male,38,25,24,36,19,Social obligations,1
497,21,Male,38,25,24,36,19,Concerns about meeting high standards,1
498,21,Male,38,25,24,36,19,Noise,3
499,21,Male,38,25,24,36,19,Pollution,4
500,21,Male,38,25,24,36,19,Crime,2
501,21,Male,38,25,24,36,19,Traffic,1
502,21,Male,38,25,24,36,19,Concerns about news events,1
503,21,Male,38,25,24,36,19,Rising prices of common goods,1
504,21,Male,38,25,24,36,19,Concerns about accidents,2
505,21,Male,38,25,24,36,19,Yardwork or outside home maintenance,1
506,21,Male,38,25,24,36,19,Overloaded with family responsibilities,1
507,21,Male,38,25,24,36,19,Home maintenance (inside),1
508,21,Male,38,25,24,36,19,Concerns about medical treatment,1
509,21,Male,38,25,24,36,19,Physical illness,2
510,21,Male,38,25,24,36,19,Side effects of medication,1
511,21,Male,38,25,24,36,19,Concerns about health in general,2
512,21,Male,38,25,24,36,19,Concerns about bodily functions,1
513,21,Male,38,25,24,36,19,Dissatisfaction with academic performance,2
514,21,Male,38,25,24,36,19,Challenges with instructors,2
515,21,Male,38,25,24,36,19,Discontent with current academic responsibilities,3
516,21,Male,38,25,24,36,19,Concerns regarding academic transitions,1
517,21,Male,38,25,24,36,19,Difficulties with peers or classmates,2
518,21,Male,38,25,24,36,19,Challenges in managing group projects,2
519,21,Male,38,25,24,36,19,Getting late to class,1
520,22,Male,31,26,21,26,30,Misplacing or losing things,3
521,22,Male,31,26,21,26,30,Silly practical mistakes,2
522,22,Male,31,26,21,26,30,Trouble with pets,1
523,22,Male,31,26,21,26,30,Difficulties with friends,2
524,22,Male,31,26,21,26,30,Regrets over past decision/s,3
525,22,Male,31,26,21,26,30,Concerned about the meaning of life,3
526,22,Male,31,26,21,26,30,Being lonely,1
527,22,Male,31,26,21,26,30,Inability to express oneself,2
528,22,Male,31,26,21,26,30,Fear of rejection,2
529,22,Male,31,26,21,26,30,Trouble making decisions,3
530,22,Male,31,26,21,26,30,Physical appearance,1
531,22,Male,31,26,21,26,30,Not seeing people,1
532,22,Male,31,26,21,26,30,Troubling thoughts about one’s future,3
533,22,Male,31,26,21,26,30,Not enough personal energy,3
534,22,Male,31,26,21,26,30,Concerns about getting ahead,2
535,22,Male,31,26,21,26,30,Fear of confrontation,1
536,22,Male,31,26,21,26,30,Wasting time,1
537,22,Male,31,26,21,26,30,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
538,22,Male,31,26,21,26,30,Not enough money for wants (entertainment and recreation),1
539,22,Male,31,26,21,26,30,Concerns about owing money,1
540,22,Male,31,26,21,26,30,Concerns about money for emergencies,1
541,22,Male,31,26,21,26,30,Financial security,1
542,22,Male,31,26,21,26,30,Not enough time to do things one needs to,2
543,22,Male,31,26,21,26,30,Too many responsibilities,3
544,22,Male,31,26,21,26,30,Not getting enough rest,2
545,22,Male,31,26,21,26,30,Too many interruptions,3
546,22,Male,31,26,21,26,30,Not enough time for entertainment and recreation,1
547,22,Male,31,26,21,26,30,Too many meetings,2
548,22,Male,31,26,21,26,30,Social obligations,2
549,22,Male,31,26,21,26,30,Concerns about meeting high standards,2
550,22,Male,31,26,21,26,30,Noise,1
551,22,Male,31,26,21,26,30,Pollution,3
552,22,Male,31,26,21,26,30,Crime,2
553,22,Male,31,26,21,26,30,Traffic,1
554,22,Male,31,26,21,26,30,Concerns about news events,3
555,22,Male,31,26,21,26,30,Rising prices of common goods,3
556,22,Male,31,26,21,26,30,Concerns about accidents,2
557,22,Male,31,26,21,26,30,Yardwork or outside home maintenance,1
558,22,Male,31,26,21,26,30,Overloaded with family responsibilities,1
559,22,Male,31,26,21,26,30,Home maintenance (inside),1
560,22,Male,31,26,21,26,30,Concerns about medical treatment,1
561,22,Male,31,26,21,26,30,Physical illness,1
562,22,Male,31,26,21,26,30,Side effects of medication,1
563,22,Male,31,26,21,26,30,Concerns about health in general,2
564,22,Male,31,26,21,26,30,Concerns about bodily functions,1
565,22,Male,31,26,21,26,30,Dissatisfaction with academic performance,3
566,22,Male,31,26,21,26,30,Challenges with instructors,2
567,22,Male,31,26,21,26,30,Discontent with current academic responsibilities,2
568,22,Male,31,26,21,26,30,Concerns regarding academic transitions,2
569,22,Male,31,26,21,26,30,Difficulties with peers or classmates,2
570,22,Male,31,26,21,26,30,Challenges in managing group projects,2
571,22,Male,31,26,21,26,30,Getting late to class,1
572,21,Female,28,32,28,34,20,Misplacing or losing things,2
573,21,Female,28,32,28,34,20,Silly practical mistakes,2
574,21,Female,28,32,28,34,20,Trouble with pets,1
575,21,Female,28,32,28,34,20,Difficulties with friends,3
576,21,Female,28,32,28,34,20,Regrets over past decision/s,2
577,21,Female,28,32,28,34,20,Concerned about the meaning of life,2
578,21,Female,28,32,28,34,20,Being lonely,3
579,21,Female,28,32,28,34,20,Inability to express oneself,3
580,21,Female,28,32,28,34,20,Fear of rejection,4
581,21,Female,28,32,28,34,20,Trouble making decisions,4
582,21,Female,28,32,28,34,20,Physical appearance,2
583,21,Female,28,32,28,34,20,Not seeing people,3
584,21,Female,28,32,28,34,20,Troubling thoughts about one’s future,5
585,21,Female,28,32,28,34,20,Not enough personal energy,4
586,21,Female,28,32,28,34,20,Concerns about getting ahead,3
587,21,Female,28,32,28,34,20,Fear of confrontation,3
588,21,Female,28,32,28,34,20,Wasting time,3
589,21,Female,28,32,28,34,20,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
590,21,Female,28,32,28,34,20,Not enough money for wants (entertainment and recreation),3
591,21,Female,28,32,28,34,20,Concerns about owing money,4
592,21,Female,28,32,28,34,20,Concerns about money for emergencies,3
593,21,Female,28,32,28,34,20,Financial security,5
594,21,Female,28,32,28,34,20,Not enough time to do things one needs to,5
595,21,Female,28,32,28,34,20,Too many responsibilities,5
596,21,Female,28,32,28,34,20,Not getting enough rest,5
597,21,Female,28,32,28,34,20,Too many interruptions,4
598,21,Female,28,32,28,34,20,Not enough time for entertainment and recreation,4
599,21,Female,28,32,28,34,20,Too many meetings,4
600,21,Female,28,32,28,34,20,Social obligations,4
601,21,Female,28,32,28,34,20,Concerns about meeting high standards,4
602,21,Female,28,32,28,34,20,Noise,4
603,21,Female,28,32,28,34,20,Pollution,3
604,21,Female,28,32,28,34,20,Crime,3
605,21,Female,28,32,28,34,20,Traffic,3
606,21,Female,28,32,28,34,20,Concerns about news events,3
607,21,Female,28,32,28,34,20,Rising prices of common goods,4
608,21,Female,28,32,28,34,20,Concerns about accidents,3
609,21,Female,28,32,28,34,20,Yardwork or outside home maintenance,3
610,21,Female,28,32,28,34,20,Overloaded with family responsibilities,4
611,21,Female,28,32,28,34,20,Home maintenance (inside),3
612,21,Female,28,32,28,34,20,Concerns about medical treatment,4
613,21,Female,28,32,28,34,20,Physical illness,4
614,21,Female,28,32,28,34,20,Side effects of medication,3
615,21,Female,28,32,28,34,20,Concerns about health in general,3
616,21,Female,28,32,28,34,20,Concerns about bodily functions,3
617,21,Female,28,32,28,34,20,Dissatisfaction with academic performance,4
618,21,Female,28,32,28,34,20,Challenges with instructors,3
619,21,Female,28,32,28,34,20,Discontent with current academic responsibilities,3
620,21,Female,28,32,28,34,20,Concerns regarding academic transitions,3
621,21,Female,28,32,28,34,20,Difficulties with peers or classmates,3
622,21,Female,28,32,28,34,20,Challenges in managing group projects,3
623,21,Female,28,32,28,34,20,Getting late to class,2
624,21,Female,42,28,20,39,19,Misplacing or losing things,3
625,21,Female,42,28,20,39,19,Silly practical mistakes,3
626,21,Female,42,28,20,39,19,Trouble with pets,1
627,21,Female,42,28,20,39,19,Difficulties with friends,2
628,21,Female,42,28,20,39,19,Regrets over past decision/s,1
629,21,Female,42,28,20,39,19,Concerned about the meaning of life,2
630,21,Female,42,28,20,39,19,Being lonely,2
631,21,Female,42,28,20,39,19,Inability to express oneself,2
632,21,Female,42,28,20,39,19,Fear of rejection,2
633,21,Female,42,28,20,39,19,Trouble making decisions,3
634,21,Female,42,28,20,39,19,Physical appearance,1
635,21,Female,42,28,20,39,19,Not seeing people,2
636,21,Female,42,28,20,39,19,Troubling thoughts about one’s future,2
637,21,Female,42,28,20,39,19,Not enough personal energy,3
638,21,Female,42,28,20,39,19,Concerns about getting ahead,3
639,21,Female,42,28,20,39,19,Fear of confrontation,3
640,21,Female,42,28,20,39,19,Wasting time,4
641,21,Female,42,28,20,39,19,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
642,21,Female,42,28,20,39,19,Not enough money for wants (entertainment and recreation),1
643,21,Female,42,28,20,39,19,Concerns about owing money,1
644,21,Female,42,28,20,39,19,Concerns about money for emergencies,1
645,21,Female,42,28,20,39,19,Financial security,1
646,21,Female,42,28,20,39,19,Not enough time to do things one needs to,3
647,21,Female,42,28,20,39,19,Too many responsibilities,2
648,21,Female,42,28,20,39,19,Not getting enough rest,3
649,21,Female,42,28,20,39,19,Too many interruptions,3
650,21,Female,42,28,20,39,19,Not enough time for entertainment and recreation,2
651,21,Female,42,28,20,39,19,Too many meetings,2
652,21,Female,42,28,20,39,19,Social obligations,2
653,21,Female,42,28,20,39,19,Concerns about meeting high standards,3
654,21,Female,42,28,20,39,19,Noise,3
655,21,Female,42,28,20,39,19,Pollution,5
656,21,Female,42,28,20,39,19,Crime,3
657,21,Female,42,28,20,39,19,Traffic,3
658,21,Female,42,28,20,39,19,Concerns about news events,2
659,21,Female,42,28,20,39,19,Rising prices of common goods,5
660,21,Female,42,28,20,39,19,Concerns about accidents,3
661,21,Female,42,28,20,39,19,Yardwork or outside home maintenance,2
662,21,Female,42,28,20,39,19,Overloaded with family responsibilities,1
663,21,Female,42,28,20,39,19,Home maintenance (inside),1
664,21,Female,42,28,20,39,19,Concerns about medical treatment,3
665,21,Female,42,28,20,39,19,Physical illness,1
666,21,Female,42,28,20,39,19,Side effects of medication,1
667,21,Female,42,28,20,39,19,Concerns about health in general,3
668,21,Female,42,28,20,39,19,Concerns about bodily functions,1
669,21,Female,42,28,20,39,19,Dissatisfaction with academic performance,4
670,21,Female,42,28,20,39,19,Challenges with instructors,2
671,21,Female,42,28,20,39,19,Discontent with current academic responsibilities,2
672,21,Female,42,28,20,39,19,Concerns regarding academic transitions,2
673,21,Female,42,28,20,39,19,Difficulties with peers or classmates,2
674,21,Female,42,28,20,39,19,Challenges in managing group projects,2
675,21,Female,42,28,20,39,19,Getting late to class,1
676,21,Male,43,37,29,27,30,Misplacing or losing things,3
677,21,Male,43,37,29,27,30,Silly practical mistakes,1
678,21,Male,43,37,29,27,30,Trouble with pets,3
679,21,Male,43,37,29,27,30,Difficulties with friends,5
680,21,Male,43,37,29,27,30,Regrets over past decision/s,2
681,21,Male,43,37,29,27,30,Concerned about the meaning of life,1
682,21,Male,43,37,29,27,30,Being lonely,3
683,21,Male,43,37,29,27,30,Inability to express oneself,3
684,21,Male,43,37,29,27,30,Fear of rejection,5
685,21,Male,43,37,29,27,30,Trouble making decisions,3
686,21,Male,43,37,29,27,30,Physical appearance,3
687,21,Male,43,37,29,27,30,Not seeing people,3
688,21,Male,43,37,29,27,30,Troubling thoughts about one’s future,5
689,21,Male,43,37,29,27,30,Not enough personal energy,2
690,21,Male,43,37,29,27,30,Concerns about getting ahead,5
691,21,Male,43,37,29,27,30,Fear of confrontation,1
692,21,Male,43,37,29,27,30,Wasting time,2
693,21,Male,43,37,29,27,30,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
694,21,Male,43,37,29,27,30,Not enough money for wants (entertainment and recreation),2
695,21,Male,43,37,29,27,30,Concerns about owing money,5
696,21,Male,43,37,29,27,30,Concerns about money for emergencies,5
697,21,Male,43,37,29,27,30,Financial security,5
698,21,Male,43,37,29,27,30,Not enough time to do things one needs to,5
699,21,Male,43,37,29,27,30,Too many responsibilities,5
700,21,Male,43,37,29,27,30,Not getting enough rest,2
701,21,Male,43,37,29,27,30,Too many interruptions,5
702,21,Male,43,37,29,27,30,Not enough time for entertainment and recreation,5
703,21,Male,43,37,29,27,30,Too many meetings,5
704,21,Male,43,37,29,27,30,Social obligations,2
705,21,Male,43,37,29,27,30,Concerns about meeting high standards,5
706,21,Male,43,37,29,27,30,Noise,1
707,21,Male,43,37,29,27,30,Pollution,5
708,21,Male,43,37,29,27,30,Crime,5
709,21,Male,43,37,29,27,30,Traffic,3
710,21,Male,43,37,29,27,30,Concerns about news events,2
711,21,Male,43,37,29,27,30,Rising prices of common goods,5
712,21,Male,43,37,29,27,30,Concerns about accidents,1
713,21,Male,43,37,29,27,30,Yardwork or outside home maintenance,1
714,21,Male,43,37,29,27,30,Overloaded with family responsibilities,3
715,21,Male,43,37,29,27,30,Home maintenance (inside),2
716,21,Male,43,37,29,27,30,Concerns about medical treatment,3
717,21,Male,43,37,29,27,30,Physical illness,5
718,21,Male,43,37,29,27,30,Side effects of medication,5
719,21,Male,43,37,29,27,30,Concerns about health in general,4
720,21,Male,43,37,29,27,30,Concerns about bodily functions,5
721,21,Male,43,37,29,27,30,Dissatisfaction with academic performance,5
722,21,Male,43,37,29,27,30,Challenges with instructors,4
723,21,Male,43,37,29,27,30,Discontent with current academic responsibilities,5
724,21,Male,43,37,29,27,30,Concerns regarding academic transitions,5
725,21,Male,43,37,29,27,30,Difficulties with peers or classmates,3
726,21,Male,43,37,29,27,30,Challenges in managing group projects,1
727,21,Male,43,37,29,27,30,Getting late to class,3
728,22,Female,33,37,21,35,24,Misplacing or losing things,3
729,22,Female,33,37,21,35,24,Silly practical mistakes,2
730,22,Female,33,37,21,35,24,Trouble with pets,2
731,22,Female,33,37,21,35,24,Difficulties with friends,3
732,22,Female,33,37,21,35,24,Regrets over past decision/s,1
733,22,Female,33,37,21,35,24,Concerned about the meaning of life,1
734,22,Female,33,37,21,35,24,Being lonely,2
735,22,Female,33,37,21,35,24,Inability to express oneself,2
736,22,Female,33,37,21,35,24,Fear of rejection,3
737,22,Female,33,37,21,35,24,Trouble making decisions,2
738,22,Female,33,37,21,35,24,Physical appearance,2
739,22,Female,33,37,21,35,24,Not seeing people,1
740,22,Female,33,37,21,35,24,Troubling thoughts about one’s future,3
741,22,Female,33,37,21,35,24,Not enough personal energy,3
742,22,Female,33,37,21,35,24,Concerns about getting ahead,3
743,22,Female,33,37,21,35,24,Fear of confrontation,3
744,22,Female,33,37,21,35,24,Wasting time,2
745,22,Female,33,37,21,35,24,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",4
746,22,Female,33,37,21,35,24,Not enough money for wants (entertainment and recreation),2
747,22,Female,33,37,21,35,24,Concerns about owing money,3
748,22,Female,33,37,21,35,24,Concerns about money for emergencies,3
749,22,Female,33,37,21,35,24,Financial security,3
750,22,Female,33,37,21,35,24,Not enough time to do things one needs to,4
751,22,Female,33,37,21,35,24,Too many responsibilities,3
752,22,Female,33,37,21,35,24,Not getting enough rest,3
753,22,Female,33,37,21,35,24,Too many interruptions,3
754,22,Female,33,37,21,35,24,Not enough time for entertainment and recreation,3
755,22,Female,33,37,21,35,24,Too many meetings,3
756,22,Female,33,37,21,35,24,Social obligations,2
757,22,Female,33,37,21,35,24,Concerns about meeting high standards,4
758,22,Female,33,37,21,35,24,Noise,3
759,22,Female,33,37,21,35,24,Pollution,3
760,22,Female,33,37,21,35,24,Crime,4
761,22,Female,33,37,21,35,24,Traffic,3
762,22,Female,33,37,21,35,24,Concerns about news events,3
763,22,Female,33,37,21,35,24,Rising prices of common goods,3
764,22,Female,33,37,21,35,24,Concerns about accidents,3
765,22,Female,33,37,21,35,24,Yardwork or outside home maintenance,1
766,22,Female,33,37,21,35,24,Overloaded with family responsibilities,3
767,22,Female,33,37,21,35,24,Home maintenance (inside),2
768,22,Female,33,37,21,35,24,Concerns about medical treatment,3
769,22,Female,33,37,21,35,24,Physical illness,3
770,22,Female,33,37,21,35,24,Side effects of medication,3
771,22,Female,33,37,21,35,24,Concerns about health in general,3
772,22,Female,33,37,21,35,24,Concerns about bodily functions,4
773,22,Female,33,37,21,35,24,Dissatisfaction with academic performance,3
774,22,Female,33,37,21,35,24,Challenges with instructors,2
775,22,Female,33,37,21,35,24,Discontent with current academic responsibilities,2
776,22,Female,33,37,21,35,24,Concerns regarding academic transitions,2
777,22,Female,33,37,21,35,24,Difficulties with peers or classmates,2
778,22,Female,33,37,21,35,24,Challenges in managing group projects,2
779,22,Female,33,37,21,35,24,Getting late to class,1
780,21,Female,39,31,22,30,32,Misplacing or losing things,5
781,21,Female,39,31,22,30,32,Silly practical mistakes,4
782,21,Female,39,31,22,30,32,Trouble with pets,5
783,21,Female,39,31,22,30,32,Difficulties with friends,5
784,21,Female,39,31,22,30,32,Regrets over past decision/s,4
785,21,Female,39,31,22,30,32,Concerned about the meaning of life,3
786,21,Female,39,31,22,30,32,Being lonely,5
787,21,Female,39,31,22,30,32,Inability to express oneself,5
788,21,Female,39,31,22,30,32,Fear of rejection,5
789,21,Female,39,31,22,30,32,Trouble making decisions,4
790,21,Female,39,31,22,30,32,Physical appearance,5
791,21,Female,39,31,22,30,32,Not seeing people,5
792,21,Female,39,31,22,30,32,Troubling thoughts about one’s future,4
793,21,Female,39,31,22,30,32,Not enough personal energy,5
794,21,Female,39,31,22,30,32,Concerns about getting ahead,5
795,21,Female,39,31,22,30,32,Fear of confrontation,4
796,21,Female,39,31,22,30,32,Wasting time,5
797,21,Female,39,31,22,30,32,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
798,21,Female,39,31,22,30,32,Not enough money for wants (entertainment and recreation),5
799,21,Female,39,31,22,30,32,Concerns about owing money,5
800,21,Female,39,31,22,30,32,Concerns about money for emergencies,5
801,21,Female,39,31,22,30,32,Financial security,5
802,21,Female,39,31,22,30,32,Not enough time to do things one needs to,5
803,21,Female,39,31,22,30,32,Too many responsibilities,5
804,21,Female,39,31,22,30,32,Not getting enough rest,5
805,21,Female,39,31,22,30,32,Too many interruptions,5
806,21,Female,39,31,22,30,32,Not enough time for entertainment and recreation,5
807,21,Female,39,31,22,30,32,Too many meetings,5
808,21,Female,39,31,22,30,32,Social obligations,4
809,21,Female,39,31,22,30,32,Concerns about meeting high standards,5
810,21,Female,39,31,22,30,32,Noise,5
811,21,Female,39,31,22,30,32,Pollution,3
812,21,Female,39,31,22,30,32,Crime,5
813,21,Female,39,31,22,30,32,Traffic,5
814,21,Female,39,31,22,30,32,Concerns about news events,3
815,21,Female,39,31,22,30,32,Rising prices of common goods,3
816,21,Female,39,31,22,30,32,Concerns about accidents,4
817,21,Female,39,31,22,30,32,Yardwork or outside home maintenance,3
818,21,Female,39,31,22,30,32,Overloaded with family responsibilities,5
819,21,Female,39,31,22,30,32,Home maintenance (inside),5
820,21,Female,39,31,22,30,32,Concerns about medical treatment,5
821,21,Female,39,31,22,30,32,Physical illness,5
822,21,Female,39,31,22,30,32,Side effects of medication,5
823,21,Female,39,31,22,30,32,Concerns about health in general,5
824,21,Female,39,31,22,30,32,Concerns about bodily functions,5
825,21,Female,39,31,22,30,32,Dissatisfaction with academic performance,5
826,21,Female,39,31,22,30,32,Challenges with instructors,5
827,21,Female,39,31,22,30,32,Discontent with current academic responsibilities,5
828,21,Female,39,31,22,30,32,Concerns regarding academic transitions,5
829,21,Female,39,31,22,30,32,Difficulties with peers or classmates,5
830,21,Female,39,31,22,30,32,Challenges in managing group projects,5
831,21,Female,39,31,22,30,32,Getting late to class,5
832,20,Male,48,27,23,33,28,Misplacing or losing things,5
833,20,Male,48,27,23,33,28,Silly practical mistakes,4
834,20,Male,48,27,23,33,28,Trouble with pets,3
835,20,Male,48,27,23,33,28,Difficulties with friends,3
836,20,Male,48,27,23,33,28,Regrets over past decision/s,4
837,20,Male,48,27,23,33,28,Concerned about the meaning of life,5
838,20,Male,48,27,23,33,28,Being lonely,5
839,20,Male,48,27,23,33,28,Inability to express oneself,4
840,20,Male,48,27,23,33,28,Fear of rejection,4
841,20,Male,48,27,23,33,28,Trouble making decisions,5
842,20,Male,48,27,23,33,28,Physical appearance,3
843,20,Male,48,27,23,33,28,Not seeing people,3
844,20,Male,48,27,23,33,28,Troubling thoughts about one’s future,4
845,20,Male,48,27,23,33,28,Not enough personal energy,4
846,20,Male,48,27,23,33,28,Concerns about getting ahead,4
847,20,Male,48,27,23,33,28,Fear of confrontation,3
848,20,Male,48,27,23,33,28,Wasting time,5
849,20,Male,48,27,23,33,28,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",3
850,20,Male,48,27,23,33,28,Not enough money for wants (entertainment and recreation),4
851,20,Male,48,27,23,33,28,Concerns about owing money,2
852,20,Male,48,27,23,33,28,Concerns about money for emergencies,3
853,20,Male,48,27,23,33,28,Financial security,3
854,20,Male,48,27,23,33,28,Not enough time to do things one needs to,4
855,20,Male,48,27,23,33,28,Too many responsibilities,3
856,20,Male,48,27,23,33,28,Not getting enough rest,3
857,20,Male,48,27,23,33,28,Too many interruptions,4
858,20,Male,48,27,23,33,28,Not enough time for entertainment and recreation,5
859,20,Male,48,27,23,33,28,Too many meetings,3
860,20,Male,48,27,23,33,28,Social obligations,3
861,20,Male,48,27,23,33,28,Concerns about meeting high standards,5
862,20,Male,48,27,23,33,28,Noise,4
863,20,Male,48,27,23,33,28,Pollution,5
864,20,Male,48,27,23,33,28,Crime,4
865,20,Male,48,27,23,33,28,Traffic,4
866,20,Male,48,27,23,33,28,Concerns about news events,3
867,20,Male,48,27,23,33,28,Rising prices of common goods,5
868,20,Male,48,27,23,33,28,Concerns about accidents,3
869,20,Male,48,27,23,33,28,Yardwork or outside home maintenance,2
870,20,Male,48,27,23,33,28,Overloaded with family responsibilities,2
871,20,Male,48,27,23,33,28,Home maintenance (inside),2
872,20,Male,48,27,23,33,28,Concerns about medical treatment,3
873,20,Male,48,27,23,33,28,Physical illness,3
874,20,Male,48,27,23,33,28,Side effects of medication,3
875,20,Male,48,27,23,33,28,Concerns about health in general,3
876,20,Male,48,27,23,33,28,Concerns about bodily functions,4
877,20,Male,48,27,23,33,28,Dissatisfaction with academic performance,5
878,20,Male,48,27,23,33,28,Challenges with instructors,4
879,20,Male,48,27,23,33,28,Discontent with current academic responsibilities,4
880,20,Male,48,27,23,33,28,Concerns regarding academic transitions,2
881,20,Male,48,27,23,33,28,Difficulties with peers or classmates,3
882,20,Male,48,27,23,33,28,Challenges in managing group projects,2
883,20,Male,48,27,23,33,28,Getting late to class,1
884,19,Female,38,32,30,33,25,Misplacing or losing things,4
885,19,Female,38,32,30,33,25,Silly practical mistakes,3
886,19,Female,38,32,30,33,25,Trouble with pets,3
887,19,Female,38,32,30,33,25,Difficulties with friends,2
888,19,Female,38,32,30,33,25,Regrets over past decision/s,3
889,19,Female,38,32,30,33,25,Concerned about the meaning of life,4
890,19,Female,38,32,30,33,25,Being lonely,3
891,19,Female,38,32,30,33,25,Inability to express oneself,3
892,19,Female,38,32,30,33,25,Fear of rejection,4
893,19,Female,38,32,30,33,25,Trouble making decisions,4
894,19,Female,38,32,30,33,25,Physical appearance,3
895,19,Female,38,32,30,33,25,Not seeing people,2
896,19,Female,38,32,30,33,25,Troubling thoughts about one’s future,4
897,19,Female,38,32,30,33,25,Not enough personal energy,3
898,19,Female,38,32,30,33,25,Concerns about getting ahead,3
899,19,Female,38,32,30,33,25,Fear of confrontation,3
900,19,Female,38,32,30,33,25,Wasting time,3
901,19,Female,38,32,30,33,25,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",3
902,19,Female,38,32,30,33,25,Not enough money for wants (entertainment and recreation),3
903,19,Female,38,32,30,33,25,Concerns about owing money,3
904,19,Female,38,32,30,33,25,Concerns about money for emergencies,3
905,19,Female,38,32,30,33,25,Financial security,3
906,19,Female,38,32,30,33,25,Not enough time to do things one needs to,4
907,19,Female,38,32,30,33,25,Too many responsibilities,4
908,19,Female,38,32,30,33,25,Not getting enough rest,4
909,19,Female,38,32,30,33,25,Too many interruptions,4
910,19,Female,38,32,30,33,25,Not enough time for entertainment and recreation,3
911,19,Female,38,32,30,33,25,Too many meetings,4
912,19,Female,38,32,30,33,25,Social obligations,4
913,19,Female,38,32,30,33,25,Concerns about meeting high standards,4
914,19,Female,38,32,30,33,25,Noise,3
915,19,Female,38,32,30,33,25,Pollution,4
916,19,Female,38,32,30,33,25,Crime,4
917,19,Female,38,32,30,33,25,Traffic,4
918,19,Female,38,32,30,33,25,Concerns about news events,4
919,19,Female,38,32,30,33,25,Rising prices of common goods,4
920,19,Female,38,32,30,33,25,Concerns about accidents,4
921,19,Female,38,32,30,33,25,Yardwork or outside home maintenance,3
922,19,Female,38,32,30,33,25,Overloaded with family responsibilities,3
923,19,Female,38,32,30,33,25,Home maintenance (inside),3
924,19,Female,38,32,30,33,25,Concerns about medical treatment,2
925,19,Female,38,32,30,33,25,Physical illness,2
926,19,Female,38,32,30,33,25,Side effects of medication,2
927,19,Female,38,32,30,33,25,Concerns about health in general,2
928,19,Female,38,32,30,33,25,Concerns about bodily functions,2
929,19,Female,38,32,30,33,25,Dissatisfaction with academic performance,4
930,19,Female,38,32,30,33,25,Challenges with instructors,4
931,19,Female,38,32,30,33,25,Discontent with current academic responsibilities,4
932,19,Female,38,32,30,33,25,Concerns regarding academic transitions,4
933,19,Female,38,32,30,33,25,Difficulties with peers or classmates,4
934,19,Female,38,32,30,33,25,Challenges in managing group projects,4
935,19,Female,38,32,30,33,25,Getting late to class,3
936,21,Male,33,25,20,28,19,Misplacing or losing things,1
937,21,Male,33,25,20,28,19,Silly practical mistakes,2
938,21,Male,33,25,20,28,19,Trouble with pets,1
939,21,Male,33,25,20,28,19,Difficulties with friends,3
940,21,Male,33,25,20,28,19,Regrets over past decision/s,3
941,21,Male,33,25,20,28,19,Concerned about the meaning of life,2
942,21,Male,33,25,20,28,19,Being lonely,1
943,21,Male,33,25,20,28,19,Inability to express oneself,2
944,21,Male,33,25,20,28,19,Fear of rejection,2
945,21,Male,33,25,20,28,19,Trouble making decisions,2
946,21,Male,33,25,20,28,19,Physical appearance,1
947,21,Male,33,25,20,28,19,Not seeing people,1
948,21,Male,33,25,20,28,19,Troubling thoughts about one’s future,2
949,21,Male,33,25,20,28,19,Not enough personal energy,1
950,21,Male,33,25,20,28,19,Concerns about getting ahead,1
951,21,Male,33,25,20,28,19,Fear of confrontation,2
952,21,Male,33,25,20,28,19,Wasting time,2
953,21,Male,33,25,20,28,19,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
954,21,Male,33,25,20,28,19,Not enough money for wants (entertainment and recreation),1
955,21,Male,33,25,20,28,19,Concerns about owing money,1
956,21,Male,33,25,20,28,19,Concerns about money for emergencies,1
957,21,Male,33,25,20,28,19,Financial security,2
958,21,Male,33,25,20,28,19,Not enough time to do things one needs to,3
959,21,Male,33,25,20,28,19,Too many responsibilities,2
